"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"002022025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR, NA MODALIDADE COMPRA INSTITUCIONAL, PARA ATENDIMENTO DA DEMANDA DOS ÓRGÃOS DA ADMINISTRAÇÃO PÚBLICA FEDERAL, DE ACORDO COM O EDITAL DA CHAMADA PÚBLICA N.º 14/2025, O QUAL É PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDENTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26419";"Instituto Federal de Educação, Ciência e T";"158326";"INST.FED.DO RS/CAMPUS PORTO ALEGRE - RESTINGA";"29/12/2025";"08/01/2026";"18/02/2026";"18/02/2027";"14169702000108";"COOPERATIVA DE AGRICULTORES E AGROINDUSTRIAS FAMILIARES E CAXIAS DO SUL LTDA";"31683,0000";"31683,0000";"-3";"";"";"";""
"000632025";"Objeto: O PRESENTE INSTRUMENTO TEM POR OBJETO A CONTRATAÇÃO DE PRODUTOS E SERVIÇOS POR MEIO DE PACOTE DE SERVIÇOS DOS CORREIOS MEDIANTE ADESÃO AO TERMO DE CONDIÇÕES COMERCIAIS, QUE PERMITE A COMPRA DE PRODUTOS E UTILIZAÇÃO DOS DIVERSOS SERVIÇOS EXCLUSIVOS DOS CORREIOS POR MEIO DOS CANAIS DE ATENDIMENTO DISPONIBILIZADOS.1.2 AO CONTRATAR O PACOTE DE SERVIÇOS, A CONTRATANTE SERÁ CATEGORIZADA PELOS CORREIOS, CONFORME CRITÉRIOS DEFINIDOS NO TERMO DE CONDIÇÕES COMERCIAIS DISPONÍVEL NO PORTAL DOS CORREIOS.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120039";"GRUPAMENTO DE APOIO DO RIO DE JANEIRO";"29/12/2025";"02/01/2026";"29/12/2025";"29/12/2030";"34028316000294";"EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS";"2250000,0000";"2250000,0000";"-3";"";"";"";""
"050202025";"Objeto: O PRESENTE INSTRUMENTO TEM POR OBJETO A CONTRATAÇÃO DE PRODUTOS E SERVIÇOS POR MEIO DE PACOTE DE SERVIÇOS DOS CORREIOS MEDIANTE ADESÃO AO TERMO DE CONDIÇÕES COMERCIAIS, QUE PERMITE A COMPRA DE PRODUTOS E UTILIZAÇÃO DOS DIVERSOS SERVIÇOS EXCLUSIVOS DOS CORREIOS POR MEIO DOS CANAIS DE ATENDIMENTO DISPONIBILIZADOS. FUNDAMENTADO NO ARTIGO 74, INCISO I, DA LEI Nº 14.133, DE 1º DE ABRIL DE 2021.";"";"Sem Informação";"Não se aplica";"32000";"Ministério de Minas e Energia";"32205";"Agência Nacional do Petróleo, Gás Natural ";"323031";"ESCRITORIO CENTRAL DA ANP";"29/12/2025";"09/01/2026";"30/12/2025";"30/12/2030";"34028316000294";"EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS";"3318905,4000";"3318905,4000";"-3";"";"";"";""
"000032025";"Objeto: AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA - NOTEBOOKS";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30000";"Ministério da Justiça e Segurança Pública";"200450";"SECRETARIA NACIONAL DE ACESSO A JUSTICA -SAJU";"30/12/2025";"02/01/2026";"02/01/2026";"02/01/2027";"81243735000903";"POSITIVO TECNOLOGIA S.A.";"93654,0000";"93654,0000";"-3";"";"";"";""
"000472025";"Objeto: CONTRATAÇÃO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO, PARA A AQUISIÇÃO DE EQUIPAMENTOS MÓVEIS (NOTEBOOKS) DE ALTO DESEMPENHO, CONFORME CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Pregão - Registro de Preço";"Não se aplica";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"153115";"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"08/01/2026";"09/01/2026";"08/01/2026";"08/01/2027";"81243735000903";"POSITIVO TECNOLOGIA S.A.";"26907,9000";"26907,9000";"000062023";"201057";"CENTRAL DE COMPRAS";"9999";"Pregão - Registro de Preço"
"000492025";"Objeto: CONTRATAÇÃO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO, POR MEIO DO REGISTRO DE PREÇOS, PARA A AQUISIÇÃO DE ESTAÇÕES DE TRABALHO (DESKTOPS) E EQUIPAMENTOS MÓVEIS (NOTEBOOKS) DE ALTO DESEMPENHO";"";"Pregão - Registro de Preço";"Não se aplica";"55000";"Ministério do Desenvolvimento e Assistência";"55000";"Ministério do Desenvolvimento e Assistência";"550005";"COORDENACAO GERAL DE LICITACOES E CONTRATOS.";"24/12/2025";"12/01/2026";"24/12/2025";"24/12/2026";"81243735000903";"POSITIVO TECNOLOGIA S.A.";"317513,2200";"317513,2200";"000062023";"201057";"CENTRAL DE COMPRAS";"9999";"Pregão - Registro de Preço"
"000202025";"Objeto: AQUISIÇÃO DE EQUIPAMENTOS MÓVEIS (NOTEBOOKS) DE ALTO DESEMPENHO, ESPECIFICADOS NOS ITENS 1 A 10 DO TERMO DE REFERÊNCIA, ANEXO I DO EDITAL DE LICITAÇÃO Nº 06/2023 DO MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS";"";"Pregão - Registro de Preço";"Não se aplica";"37000";"Controladoria-Geral da União";"37000";"Controladoria-Geral da União - Unidades com ";"370003";"COORD-GERAL DE LICITACAO,CONTR.E DOCUMENTACAO";"31/12/2025";"05/01/2026";"31/12/2025";"31/12/2026";"81243735000903";"POSITIVO TECNOLOGIA S.A.";"10763,1600";"10763,1600";"000062023";"201057";"CENTRAL DE COMPRAS";"9999";"Pregão - Registro de Preço"
"000302025";"Objeto: PRESTAÇÃO DE SERVIÇOS DE OBRA DE ENGENHARIA PARA ADEQUAÇÃO DA INSFRAESTRUTURA DO GSD-GW PARA O SERVIÇO MILITAR FEMININO";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120064";"ESCOLA DE ESPECIALISTAS DE AERONAUTICA";"23/12/2025";"07/01/2026";"23/12/2025";"10/08/2026";"31562060000121";"KAYO DE SOUZA SILVA";"441765,0000";"441765,0000";"-3";"";"";"";""
"000022026";"Objeto: CONTRATAÇÃO DE SERVIÇOS COMUNS DE ACESSO À PLATAFORMA DE LIVROS DIGITAIS (E-BOOKS) NAS ÁREAS DE CIÊNCIAS DA SAÚDE E CIÊNCIAS SOCIAIS APLICADAS, COMO SUPORTE ÀS ATIVIDADES DE ENSINO, PESQUISA E EXTENSÃO, PARA ATENDER ÀS NECESSIDADES DA COMUNIDADE ACADÊMICA DOS CURSOS DE PÓS- GRADUAÇÃO, CTLAB, PIBIC OFERTADOS PELA SEÇÃO DE ENSINO E INFORMAÇÃO CIENTÍFICA (SEEIC) DO INSTITUTO EVANDRO CHAGAS.";"";"Sem Informação";"Não se aplica";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo";"257003";"INSTITUTO EVANDRO CHAGAS";"09/01/2026";"12/01/2026";"09/01/2026";"09/01/2027";"52046008000192";"ARMANDO SEMEGHINI NETO";"58800,0000";"58800,0000";"-3";"";"";"";""
"004412025";"Objeto: CONTRATAÇÃO DE PESSOAS JURÍDICAS PARA A REALIZAÇÃO DE EXAMES MÉDICOS PERIÓDICOS PARA O INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESTADO DO RIO GRANDE DO NORTE (IFRN)";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26435";"Instituto Federal de Educação, Ciência e T";"158155";"INST.FED.DE EDUC.,CIENC.E TEC.DO RN";"31/12/2025";"07/01/2026";"31/12/2025";"31/12/2026";"52587475000120";"HFM SOLUCOES E SAUDE LTDA";"259185,0000";"259185,0000";"900092025";"";"";"";""
"000252025";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE SERVIÇOS DE ENGENHARIA VISANDO À REFORMA E ADEQUAÇÃO DO PRÉDIO DA ESCOLA NACIONAL DE BOTÂNICA TROPICAL, ÀS EXIGÊNCIAS DE ACESSIBILIDADE";"";"Sem Informação";"Não se aplica";"44000";"Ministério do Meio Ambiente e Mudança do Cl";"44206";"Instituto de Pesquisas Jardim Botânico do Ri";"443020";"INST. DE PESQUISAS JARDIM BOTANICO DO RJ/JBRJ";"30/12/2025";"06/01/2026";"30/12/2025";"30/12/2026";"55949187000166";"LIDERA CONSTRUCAO E SERVICOS DE PAISAGISMO LTDA";"417077,2300";"417077,2300";"-3";"";"";"";""
"000062026";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A AQUISIÇÃO E INSTALAÇÃO DE USINA FOTOVOLTAICA, PARA ATENDER AS NECESSIDADES DO INSTITUTO FEDERAL CATARINENSE CAMPUS - CAMPUS SÃO BENTO DO SUL, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26422";"Instituto Federal de Educação, Ciência e T";"158125";"INSTITUTO FEDERAL CATARINENSE - REITORIA";"06/01/2026";"08/01/2026";"19/01/2026";"19/05/2026";"16833296000161";"SOLAXIS ENGENHARIA E ENERGIA SOLAR LTDA";"149500,0000";"149500,0000";"-3";"";"";"";""
"027122026";"Objeto: CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS, COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, DE VIGIA (CBO 5174-20 - VIGIA/PORTEIRO E AFINS), PARA A UNIDADE I DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO - CAMPUS CAPIVARI, LOCALIZADA NA AV. DOUTOR ÊNIO PIRES DE CAMARGO, 2971, BAIRRO RIBEIRÃO, CAPIVARI/SP, CEP 13365-010, COM ATUAÇÃO EM REGIME 12X36 (DOIS POSTOS: UM DIURNO E UM NOTURNO), CONFORME CONDIÇÕES, QUANTIDADES, EXIGÊNCIAS E ESPECIFICAÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA E SEUS ANE";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26439";"Instituto Federal de Educação, Ciência e T";"158712";"IFSP - CAMPUS CAPIVARI";"09/01/2026";"12/01/2026";"12/01/2026";"12/01/2027";"52009521000103";"RHADAR PORTARIA PROFISSIONAL LTDA";"288000,0000";"288000,0000";"-3";"";"";"";""
"000692025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇO TÉCNICO ESPECIALIZADO PARA CAPACITAÇÃO, TREINAMENTO E APERFEIÇOAMENTO DE PESSOAL, MEDIANTE A OFERTA DE PROGRAMA DE EDUCAÇÃO CONTINUADA, PARA CIVIS E MILITARES, DESDOBRADO EM RESIDÊNCIAS E CURSOS DE PÓSGRADUAÇÃO LATU SENSU DE ESPECIALIZAÇÃO EM ORTOPEDIA NO HOSPITAL CENTRAL DO EXÉRCITO";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160322";"HOSPITAL CENTRAL DO EXERCITO";"22/12/2025";"02/01/2026";"05/01/2026";"05/01/2027";"79226310149";"REGIS NASCIMENTO RODRIGUES";"53979,2000";"53979,2000";"-3";"";"";"";""
"900692025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇO TÉCNICO ESPECIALIZADO PARA CAPACITAÇÃO, TREINAMENTO E APERFEIÇOAMENTO DE PESSOAL, MEDIANTE A OFERTA DE PROGRAMA DE EDUCAÇÃO CONTINUADA, PARA CIVIS E MILITARES, DESDOBRADO EM RESIDÊNCIAS E CURSOS DE PÓSGRADUAÇÃO LATU SENSU DE ESPECIALIZAÇÃO EM ORTOPEDIA NO HOSPITAL CENTRAL DO EXÉRCITO";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160322";"HOSPITAL CENTRAL DO EXERCITO";"22/12/2025";"05/01/2026";"05/01/2026";"05/01/2027";"79226310149";"REGIS NASCIMENTO RODRIGUES";"53979,2000";"53979,2000";"-3";"";"";"";""
"000332025";"Objeto: CONTRATAÇÃO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DE FORNECIMENTO DE SOLUÇÃO DE INFRAESTRUTURA HIPERCONVERGENTE (HCI), DESTINADA AO UPGRADE DA INFRAESTRUTURA TECNOLÓGICA EXISTENTE NO CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA - CADE, ABRANGENDO AQUISIÇÃO DE EXPANSÃO DE HARDWARE E DE SWITCHES, SUPORTE TÉCNICO E GARANTIA DOS EQUIPAMENTOS, SUBSCRIÇÃO DE LICENCIAMENTO DE SOFTWARES DA PLATAFORMA, ALÉM DA EXECUÇÃO DE SERVIÇOS DE INSTALAÇÃO, CONFIGURAÇÃO E CAPACITAÇÃO TÉCNICA, PELO PERÍODO DE 60 (S";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30211";"Conselho Administrativo de Defesa Econômica";"303001";"CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2030";"28840741000108";"VONK TECNOLOGIA DA INFORMACAO LTDA";"5999514,1700";"5999514,1700";"-3";"";"";"";""
"001002025";"Objeto: CONTRATO Nº 100/2025/FJF CUJO OBJETO É A AQUISIÇÃO DE PORTA CARGA.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52221";"Indústria de Material Bélico do Brasil";"168006";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"19/12/2025";"09/01/2026";"19/12/2025";"18/12/2026";"31810100000107";"PAPERTUBOS COMERCIO E DISTRIBUICAO DE MATERIAIS LTDA";"196718,5000";"196718,5000";"900202024";"";"";"";""
"001102025";"Objeto: O objeto do presente instrumento é o fornecimento de Equipamentos Métodos Gráficos e Aferição para o Hospital Universitário da Universidade Federal de São João del-Rei - Divinópolis, conforme convênio firmado entre Ebserh e Secretaria de Estado de Saúde de Minas Gerais (SES-MG)., sob gestão da Empresa Brasileira de Serviços Hospitalares - Ebserh, nas condições estabelecidas no Termo de Referência.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155007";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"30/12/2025";"06/01/2026";"02/01/2026";"02/01/2027";"32243752000170";"HITEC MEDICAL COMERCIO E ASSISTENCIA TECNICA DE EQUIPAMENTOS MEDICOS LTDA";"38926,6000";"38926,6000";"-3";"";"";"";""
"000882025";"Objeto: CONTRATAÇÃO DE AQUISIÇÃO DE PROJETOR MULTIMÍDIA PARA ATENDER ÀS DEMANDAS ACADÊMICAS, ADMINISTRATIVAS E INSTITUCIONAIS DA UNIVERSIDADE FEDERAL DE SERGIPE (UFS).";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26281";"Fundação Universidade Federal de Sergipe";"154050";"FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE";"30/12/2025";"06/01/2026";"30/12/2025";"29/12/2026";"50366886000160";"SDK SERVICOS DE INFORMATICA LTDA";"96400,0000";"96400,0000";"900012024";"";"";"";""
"000602025";"Objeto: PRESTAÇÃO DE SERVIÇOS COMPLEMENTARES DE SAÚDE DE NATUREZA CONTÍNUA ESPECIALIZADO EM PSICOLOGIA.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160250";"1 BATALHAO DE COMUNICACOES";"05/01/2026";"06/01/2026";"06/01/2026";"05/01/2031";"61057682000163";"LETICIA CAMARGO GAMARRA PSICOLOGA LTDA";"501000,0000";"501000,0000";"-3";"";"";"";""
"000182026";"Objeto: PRESTAÇÃO DE SERVIÇOS DE ODONTOLOGIA PARA PROFISSIONAIS DE SAÚDE AUTÔNOMOS.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"783310";"CAPITANIA DOS PORTOS DE ALAGOAS";"26/12/2025";"09/01/2026";"01/01/2026";"01/01/2031";"02688945408";"NOEMIA MARIA SAIAO ARANHA FALCAO DE AZEVEDO";"11458096,4300";"11458096,4300";"-3";"";"";"";""
"000322025";"Objeto: O OBJETO DO PRESENTE CONTRATO É A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS, DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL, PARA ATENDIMENTO AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR -PNAE, VISANDO ATENDER AS DEMANDAS DO IFES CAMPUS SANTA TERESA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26406";"Instituto Federal de Educação, Ciência e T";"158426";"INST.FED. ESPIRITO SANTO/CAMPUS SANTA TERESA";"22/12/2025";"09/01/2026";"22/12/2025";"22/12/2026";"05416101717";"SIRLEIA BRAUN";"29887,1500";"29887,1500";"-3";"";"";"";""
"001592025";"Objeto: SUBSTITUIÇÃO E REFORMA DA COBERTURA DO MUSEU GAMA D'EÇA / UFSM, E ATIVIDADES CORRELACIONADAS À SUA CONSTRUÇÃO, LOCALIZADO NA RUA DO ACAMPAMENTO, Nº 81, SANTA MARIA/RS";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26247";"Universidade Federal de Santa Maria";"153164";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"09/01/2026";"12/01/2026";"12/01/2026";"10/07/2026";"33868556000153";"ALFA REPRESENTACOES E SOLUCOES LTDA";"391265,9300";"391265,9300";"900242025";"";"";"";""
"000712025";"Objeto: CONSTITUI OBJETO DESTE INSTRUMENTO A CONTRATAÇÃO DA FUNDAÇÃO DE APOIO E DESENVOLVIMENTO DO IFMT - FUNDAÇÃO FUNADIF COM A FINALIDADE DE PRESTAR À CONTRATANTE, APOIO ADMINISTRATIVO E GESTÃO FINANCEIRA DOS RECURSOS NECESSÁRIOS À CONSECUÇÃO DO PROJETO DE EXTENSÃO INTITULADO, 'PROJETO TERRA QUE TRANSFORMA' COM RECURSOS RESULTANTES DOS TERMOS DE EXECUÇÃO DESCENTRALIZADA (TED) Nº 06/2025 E REPASSE FINANCEIRO PARA O INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO, NA FONTE DE RECURSO SENDO: SECRE";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26414";"Instituto Federal de Educação, Ciência e T";"158144";"INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO";"30/12/2025";"05/01/2026";"30/12/2025";"30/12/2026";"52306613000155";"FUNDACAO DE APOIO AO DESENVOLVIMENTO DO INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E";"10200000,0000";"10200000,0000";"-3";"";"";"";""
"000062026";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE APOIO ÀS ATIVIDADES ADMINISTRATIVAS, CONTÍNUOS E DIGITADORES, DE NATUREZA CONTINUADA E COM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, PARA ATENDER AS NECESSIDADES DA EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES (EBSERH), UNIDADE HOSPITALAR HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA (HU-UFJF),";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155903";"HOSPITAL UNIVERSITARIO DA UFJF";"07/01/2026";"08/01/2026";"08/01/2026";"15/05/2026";"26279808000143";"CONEXAO SERVICOS PUBLICOS E CONSTRUCOES LTDA";"150064,5600";"150064,5600";"-3";"";"";"";""
"000012026";"Objeto: LOCAÇÃO DE IMÓVEL SITUADO NA RUA JOSÉ NOVAES, 101 (ANTIGA RUA ANTÔNIO MARIANO, 99), CENTRO, NO MUNICÍPIO DE PARICONHA/AL, CEP 57.475-000, INSCRIÇÃO IMOBILIÁRIA Nº 1.002.008.0041.03, OBJETO DA MATRÍCULA Nº 8674, DO CARTÓRIO DO 1º OFÍCIO DE REGISTRO DE IMÓVEIS DA COMARCA DE ÁGUA BRANCA, PARA ABRIGAR AS INSTALAÇÕES DA UNIDADE TÉCNICA LOCAL PARICONHA, SUBORDINADA À COORDENAÇÃO REGIONAL NORDESTE I.";"";"Sem Informação";"Não se aplica";"84000";"Ministério dos Povos Indígenas";"30202";"Fundação Nacional dos Povos Indígenas";"194077";"COORDENACAO REGIONAL NORDESTE 1/AL";"06/01/2026";"08/01/2026";"07/01/2026";"07/01/2031";"14438550491";"MIGUEL VIEIRA DA SILVA";"120000,0000";"120000,0000";"-3";"";"";"";""
"000302025";"Objeto: O OBJETO DO PRESENTE CONTRATO É A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS, DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL, PARA ATENDIMENTO AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR -PNAE, VISANDO ATENDER AS DEMANDAS DO IFES CAMPUS SANTA TERESA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26406";"Instituto Federal de Educação, Ciência e T";"158426";"INST.FED. ESPIRITO SANTO/CAMPUS SANTA TERESA";"22/12/2025";"09/01/2026";"22/12/2025";"22/12/2026";"02763906796";"SONIA MARIA RODRIGUES DO CARMO";"4146,0000";"4146,0000";"-3";"";"";"";""
"000682025";"Objeto: AQUISIÇÃO DE ACERVO BIBLIOGRÁFICO, CONSTITUÍDO DE TESTES PSICOLÓGICOS, QUE ATENDAM AOS CURSOS E OUTROS SETORES ACADÊMICOS E ADMINISTRATIVOS DA UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26254";"Universidade Federal do Triângulo Mineiro";"153035";"UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO";"02/01/2026";"05/01/2026";"06/01/2026";"06/01/2027";"15824239000153";"OCEANO PACIFICO COMERCIO E SERVICOS LTDA";"10014,6700";"10014,6700";"-3";"";"";"";""
"002382025";"Objeto: CONTRATAÇÃO DE SERVIÇOS COMUNS DE SERVIÇO DE PINTURA PREDIAL PARA ATENDER AS NECESSIDADES DO INSTITUTO FEDERAL CATARINENSE CAMPUS BRUSQUE.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26422";"Instituto Federal de Educação, Ciência e T";"158125";"INSTITUTO FEDERAL CATARINENSE - REITORIA";"29/12/2025";"08/01/2026";"29/12/2025";"29/12/2026";"33356974000161";"RAPHSON ENGENHARIA LTDA";"290486,0000";"290486,0000";"904782025";"";"";"";""
"000692025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A AQUISIÇÃO DE MATERIAL DE MANUTENÇÃO DE BENS IMÓVEIS";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160270";"2º REGIMENTO DE CAVALARIA DE GUARDAS";"05/01/2026";"30/01/2026";"05/01/2026";"05/01/2027";"30737096000136";"JTA ASSESSORIA E MATERIAIS LTDA";"99426,7000";"99426,7000";"-3";"";"";"";""
"003842025";"Objeto: AQUISIÇÃO DE OBRAS LITERÁRIAS NO ÂMBITO DO PROGRAMA NACIONAL DO LIVRO E DO MATERIAL DIDÁTICO - PNLD 2023, OBJETO 03, NOS FORMATOS IMPRESSO, HTML, PDF E VÍDEO TUTORIAL, DESTINADAS AOS ESTUDANTES E PROFESSORES DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL (1º AO 5º ANO), DAS ESCOLAS DA EDUCAÇÃO BÁSICA PÚBLICA, DAS REDES FEDERAL, ESTADUAIS, MUNICIPAIS E DO DISTRITO FEDERAL";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26298";"Fundo Nacional de Desenvolvimento da Educaç";"153173";"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO";"28/12/2025";"07/01/2026";"28/12/2025";"23/12/2026";"35068940000105";"EDITORA FORCA MAXIMA LTDA";"298039,6100";"298039,6100";"-3";"";"";"";""
"000112025";"Objeto: CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE VIGILÂNCIA ORGÂNICA E SEGURANÇA PATRIMONIAL, DESARMADA, INCLUINDO O FORNECIMENTO DE TODOS OS INSUMOS (MATERIAIS E EQUIPAMENTOS) NECESSÁRIOS À EXECUÇÃO DO OBJETO, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA PARA ATENDIMENTO DA PSF PIRACICABA.";"";"Sem Informação";"Não se aplica";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vín";"110099";"SUPERINTENDENCIA REG. DE ADMIN. DA 3ª REGIAO";"30/12/2025";"06/01/2026";"13/01/2026";"13/01/2031";"33510634000143";"INTELSEG SEGURANCA E VIGILANCIA LTDA";"1637272,8000";"1637272,8000";"-3";"";"";"";""
"000172025";"Objeto: CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE VIGILÂNCIA ORGÂNICA E SEGURANÇA PATRIMONIAL, DESARMADA, INCLUINDO O FORNECIMENTO DE TODOS OS INSUMOS (MATERIAIS E EQUIPAMENTOS) NECESSÁRIOS À EXECUÇÃO DO OBJETO, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, NA PSF CAMPINAS E NA PSF TAUBATÉ.";"";"Sem Informação";"Não se aplica";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vín";"110099";"SUPERINTENDENCIA REG. DE ADMIN. DA 3ª REGIAO";"30/12/2025";"07/01/2026";"01/03/2026";"01/03/2031";"33510634000143";"INTELSEG SEGURANCA E VIGILANCIA LTDA";"3282997,2000";"3282997,2000";"-3";"";"";"";""
